ball_receipt_outcome_id,ball_receipt_outcome_name,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome_id,dribble_outcome_name,dribble_overrun,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,duration,foul_committed_advantage,foul_committed_card_id,foul_committed_card_name,foul_won_advantage,foul_won_defensive,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_end_location,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_type_id,goalkeeper_type_name,id,index,interception_outcome_id,interception_outcome_name,location,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part_id,pass_body_part_name,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height_id,pass_height_name,pass_inswinging,pass_length,pass_outcome_id,pass_outcome_name,pass_outswinging,pass_recipient_id,pass_recipient_name,pass_shot_assist,pass_straight,pass_switch,pass_technique_id,pass_technique_name,pass_through_ball,pass_type_id,pass_type_name,period,play_pattern_id,play_pattern_name,player_id,player_name,position_id,position_name,possession,possession_team_id,possession_team_name,related_events,second,shot_aerial_won,shot_body_part_id,shot_body_part_name,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome_id,shot_outcome_name,shot_saved_off_target,shot_statsbomb_xg,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,tactics_formation,tactics_lineup,team_id,team_name,timestamp,type_id,type_name,under_pressure
,,,,,,,,,,,,,,8.0,Complete,,,,,,0.0,,,,,,,,,,,,,,,,,,,940a3ac8-36f4-4af5-be8d-73d3f52a5f7b,3059,,,"[53.9, 39.7]",86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,From Free Kick,15516.0,Thierry Henry,24.0,Left Center Forward,214,1,Arsenal,['f1cdc0b2-d22f-4be5-a3b7-23b5aaced28d'],18,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:41:18.021,14,Dribble,True
,,,,,"[67.1, 40.6]",,,,,,,,,,,,,,,,3.774716,,,,,,,,,,,,,,,,,,,ae8d61ab-72d8-4232-8f5c-5a1e15bad791,3060,,,"[53.9, 39.7]",86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,From Free Kick,15516.0,Thierry Henry,24.0,Left Center Forward,214,1,Arsenal,"['940a3ac8-36f4-4af5-be8d-73d3f52a5f7b', 'cc6a2de7-9927-4af3-9504-5a87851c4fb6', 'f1cdc0b2-d22f-4be5-a3b7-23b5aaced28d']",18,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:41:18.021,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,cc6a2de7-9927-4af3-9504-5a87851c4fb6,3061,,,"[67.1, 40.6]",86,,,,-1.3347316,,38.0,Left Foot,,,,"[74.1, 11.5]",,1.0,Ground Pass,,29.930086,,,,19312.0,Robert Pirès ,,,,,,,,,2,3,From Free Kick,15516.0,Thierry Henry,24.0,Left Center Forward,214,1,Arsenal,['ee809052-7728-4641-8b6d-74cfe01a753a'],21,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:41:21.796,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ee809052-7728-4641-8b6d-74cfe01a753a,3062,,,"[74.1, 11.5]",86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,From Free Kick,19312.0,Robert Pirès ,16.0,Left Midfield,214,1,Arsenal,['cc6a2de7-9927-4af3-9504-5a87851c4fb6'],22,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:41:22.996,42,Ball Receipt*,
,,,,,"[102.3, 8.4]",,,,,,,,,,,,,,,,5.982798,,,,,,,,,,,,,,,,,,,f3b73230-8ee1-4cc0-be3b-c342bda9f3e5,3063,,,"[74.1, 11.5]",86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,From Free Kick,19312.0,Robert Pirès ,16.0,Left Midfield,214,1,Arsenal,"['bd193ded-efa2-4a30-8e15-e359546cc716', 'ee809052-7728-4641-8b6d-74cfe01a753a']",22,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:41:22.996,43,Carry,
,,,,,,,,,,,,,,,,,,,,,1.100734,,,,,,,,,,,,,,,,,,,bd193ded-efa2-4a30-8e15-e359546cc716,3064,,,"[102.3, 8.4]",86,,,,0.12219517,,40.0,Right Foot,,,,"[113.7, 9.8]",,1.0,Ground Pass,,11.485643,,,,15512.0,Sylvain Wiltord,,,,,,,,,2,3,From Free Kick,19312.0,Robert Pirès ,16.0,Left Midfield,214,1,Arsenal,['a5ffb03c-2e52-4984-8d28-d0e2df5fba77'],28,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:41:28.979,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a5ffb03c-2e52-4984-8d28-d0e2df5fba77,3065,,,"[113.7, 9.8]",86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,From Free Kick,15512.0,Sylvain Wiltord,22.0,Right Center Forward,214,1,Arsenal,['bd193ded-efa2-4a30-8e15-e359546cc716'],30,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:41:30.080,42,Ball Receipt*,
,,,,,"[115.3, 16.7]",,,,,,,,,,,,,,,,3.418001,,,,,,,,,,,,,,,,,,,78c88cfb-5d92-48db-bd6a-ef55b66e5415,3066,,,"[113.7, 9.8]",86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,From Free Kick,15512.0,Sylvain Wiltord,22.0,Right Center Forward,214,1,Arsenal,"['a5ffb03c-2e52-4984-8d28-d0e2df5fba77', 'e0c4553a-1707-40bc-8834-160d9520d276']",30,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:41:30.080,43,Carry,
,,,,,,,,,,,,,,,,,,,,,1.236043,,,,,,,,,,,,,,,,,,,e0c4553a-1707-40bc-8834-160d9520d276,3067,,,"[115.3, 16.7]",86,,,,-1.8977551,,40.0,Right Foot,,,,"[111.4, 5.2]",,1.0,Ground Pass,,12.143311,,,,19312.0,Robert Pirès ,,,,,,,,,2,3,From Free Kick,15512.0,Sylvain Wiltord,22.0,Right Center Forward,214,1,Arsenal,['d569b8ae-96a2-48a6-9ce0-98639f80e920'],33,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:41:33.498,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d569b8ae-96a2-48a6-9ce0-98639f80e920,3068,,,"[111.4, 5.2]",86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,From Free Kick,19312.0,Robert Pirès ,16.0,Left Midfield,214,1,Arsenal,['e0c4553a-1707-40bc-8834-160d9520d276'],34,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:41:34.734,42,Ball Receipt*,
,,,,,"[110.2, 2.8]",,,,,,,,,,,,,,,,1.300403,,,,,,,,,,,,,,,,,,,8b064970-00c1-43ed-9370-5a99a8f390b7,3069,,,"[111.4, 5.2]",86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,From Free Kick,19312.0,Robert Pirès ,16.0,Left Midfield,214,1,Arsenal,"['0ecf5c25-640d-41e6-bea2-42de8da2f5bd', '814dd19f-ec0f-454f-bcdc-8cbde92b1f99', 'd569b8ae-96a2-48a6-9ce0-98639f80e920']",34,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:41:34.734,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,0.841254,,,,,,,,,,,,,,,,,,,0ecf5c25-640d-41e6-bea2-42de8da2f5bd,3070,,,"[15.1, 70.7]",86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,From Free Kick,40257.0,El-Hadji Ousseynou Diouf,12.0,Right Midfield,214,1,Arsenal,"['814dd19f-ec0f-454f-bcdc-8cbde92b1f99', '8b064970-00c1-43ed-9370-5a99a8f390b7']",35,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:41:35.252,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,0.059464,,,,,,,,,,,,,,,,,,,814dd19f-ec0f-454f-bcdc-8cbde92b1f99,3071,,,"[110.2, 2.8]",86,,,,2.6135182,,40.0,Right Foot,,,,"[107.8, 4.2]",,1.0,Ground Pass,,2.7784889,9.0,Incomplete,,,,,,,,,,,,2,3,From Free Kick,19312.0,Robert Pirès ,16.0,Left Midfield,214,1,Arsenal,"['0ecf5c25-640d-41e6-bea2-42de8da2f5bd', 'b1a495cf-a829-4d79-9b81-6684d10ebf21']",36,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:41:36.034,30,Pass,True
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,b1a495cf-a829-4d79-9b81-6684d10ebf21,3072,,,"[12.3, 75.9]",86,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,From Free Kick,40257.0,El-Hadji Ousseynou Diouf,12.0,Right Midfield,214,1,Arsenal,['814dd19f-ec0f-454f-bcdc-8cbde92b1f99'],36,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:41:36.094,6,Block,
,,,,,,,,,,,,,,,,,,,,,1.27255,,,,,,,,,,,,,,,,,,,f3e87607-efcd-459b-8dcd-8df58b0d7c39,3073,,,"[104.1, 0.1]",86,,,,2.2342725,,,,,,,"[93.0, 14.3]",,3.0,High Pass,,18.023596,,,,15516.0,Thierry Henry,,,,,,,67.0,Throw-in,2,4,From Throw In,40222.0,Laureano Bisan-Etame Mayer,2.0,Right Back,215,1,Arsenal,['027740de-60ee-475c-b3ca-e92b7d6304f0'],49,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:41:49.314,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027740de-60ee-475c-b3ca-e92b7d6304f0,3074,,,"[93.0, 14.3]",86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,15516.0,Thierry Henry,24.0,Left Center Forward,215,1,Arsenal,['f3e87607-efcd-459b-8dcd-8df58b0d7c39'],50,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:41:50.587,42,Ball Receipt*,
,,,,,"[102.4, 6.9]",,,,,,,,,,,,,,,,3.786544,,,,,,,,,,,,,,,,,,,36de54fd-1255-4fcd-a9f3-a90fd8b90806,3075,,,"[93.0, 14.3]",86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,15516.0,Thierry Henry,24.0,Left Center Forward,215,1,Arsenal,"['027740de-60ee-475c-b3ca-e92b7d6304f0', '36333152-f9df-469a-baac-79b375938476', 'fcfac0e8-afd8-4da3-8ca0-78dc271fa8c8']",50,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:41:50.587,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,1.501199,,,,,,,,,,,,,,,,,,,36333152-f9df-469a-baac-79b375938476,3076,,,"[23.3, 64.8]",86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,9845.0,John Welsh,9.0,Right Defensive Midfield,215,1,Arsenal,['36de54fd-1255-4fcd-a9f3-a90fd8b90806'],52,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:41:52.517,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,0.841137,,,,,,,,,,,,,,,,,,,90d582e7-6e07-400e-a286-812401865c4e,3077,,,"[25.7, 76.8]",86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,34392.0,Steve Finnan,2.0,Right Back,215,1,Arsenal,['fcfac0e8-afd8-4da3-8ca0-78dc271fa8c8'],53,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:41:53.532,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,fcfac0e8-afd8-4da3-8ca0-78dc271fa8c8,3078,,,"[102.4, 6.9]",86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,15516.0,Thierry Henry,24.0,Left Center Forward,215,1,Arsenal,"['05ee7ae7-1b7a-4e8f-9507-28d5249f1cb5', '90d582e7-6e07-400e-a286-812401865c4e']",54,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:41:54.373,3,Dispossessed,True
,,,,,,,,,,,,,,,,,14.0,Lost Out,11.0,Tackle,0.0,,,,,,,,,,,,,,,,,,,05ee7ae7-1b7a-4e8f-9507-28d5249f1cb5,3079,,,"[17.7, 73.2]",86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,34392.0,Steve Finnan,2.0,Right Back,215,1,Arsenal,['fcfac0e8-afd8-4da3-8ca0-78dc271fa8c8'],54,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:41:54.373,4,Duel,True
,,,,,,,,,,,,,,,,,,,,,0.934718,,,,,,,,,,,,,,,,,,,064b6e40-8e75-4ad2-b9cb-3dfabbda0e39,3080,,,"[86.6, 0.1]",87,,,,1.6068168,,,,,,,"[86.2, 11.2]",,3.0,High Pass,,11.107204,,,,19312.0,Robert Pirès ,,,,,,,67.0,Throw-in,2,4,From Throw In,12529.0,Ashley Cole,6.0,Left Back,216,1,Arsenal,['5941152e-5206-4f2a-8702-c54de5853f49'],9,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:42:09.980,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5941152e-5206-4f2a-8702-c54de5853f49,3081,,,"[86.2, 11.2]",87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,19312.0,Robert Pirès ,16.0,Left Midfield,216,1,Arsenal,['064b6e40-8e75-4ad2-b9cb-3dfabbda0e39'],10,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:42:10.914,42,Ball Receipt*,
,,,,,"[86.0, 11.2]",,,,,,,,,,,,,,,,0.907719,,,,,,,,,,,,,,,,,,,449a7860-ad3d-44c3-b607-523f86d3c254,3082,,,"[86.2, 11.2]",87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,19312.0,Robert Pirès ,16.0,Left Midfield,216,1,Arsenal,"['4b4a761c-3880-4ff7-999c-a34c873392c6', '5941152e-5206-4f2a-8702-c54de5853f49']",10,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:42:10.914,43,Carry,
,,,,,,,,,,,,,,,,,,,,,0.466676,,,,,,,,,,,,,,,,,,,4b4a761c-3880-4ff7-999c-a34c873392c6,3083,,,"[86.0, 11.2]",87,,,,-0.9856839,,40.0,Right Foot,,,,"[91.3, 3.2]",,1.0,Ground Pass,,9.596354,,,,12529.0,Ashley Cole,,,,,,,,,2,4,From Throw In,19312.0,Robert Pirès ,16.0,Left Midfield,216,1,Arsenal,['94fbc817-881d-404e-8104-6cdec8108136'],11,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:42:11.822,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94fbc817-881d-404e-8104-6cdec8108136,3084,,,"[91.3, 3.2]",87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,12529.0,Ashley Cole,6.0,Left Back,216,1,Arsenal,['4b4a761c-3880-4ff7-999c-a34c873392c6'],12,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:42:12.289,42,Ball Receipt*,
,,,,,"[92.5, 3.3]",,,,,,,,,,,,,,,,0.061071,,,,,,,,,,,,,,,,,,,95f28473-dfe1-42e1-b5da-f2b31a8b6294,3085,,,"[91.3, 3.2]",87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,12529.0,Ashley Cole,6.0,Left Back,216,1,Arsenal,"['18180128-b2f2-4ddc-828c-d69725e7817d', '94fbc817-881d-404e-8104-6cdec8108136']",12,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:42:12.289,43,Carry,
,,,,,,,,,,,,,,,,,,,,,1.154684,,,,,,,,,,,,,,,,,,,18180128-b2f2-4ddc-828c-d69725e7817d,3086,,,"[92.5, 3.3]",87,,,,2.7288718,,38.0,Left Foot,,,,"[75.6, 10.7]",,1.0,Ground Pass,,18.44912,,,,26014.0,Eduardo César Daude Gaspar,,,,,,,,,2,4,From Throw In,12529.0,Ashley Cole,6.0,Left Back,216,1,Arsenal,['df377db0-d55c-45b4-af6a-e9725673f7db'],12,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:42:12.350,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,df377db0-d55c-45b4-af6a-e9725673f7db,3087,,,"[75.6, 10.7]",87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,26014.0,Eduardo César Daude Gaspar,9.0,Right Defensive Midfield,216,1,Arsenal,['18180128-b2f2-4ddc-828c-d69725e7817d'],13,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:42:13.505,42,Ball Receipt*,
,,,,,"[77.9, 22.7]",,,,,,,,,,,,,,,,2.983574,,,,,,,,,,,,,,,,,,,4eaa687f-d14f-46bd-9863-c635a7967995,3088,,,"[75.6, 10.7]",87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,26014.0,Eduardo César Daude Gaspar,9.0,Right Defensive Midfield,216,1,Arsenal,"['6e161a04-8919-4318-b48f-1713cf6e07a3', 'df377db0-d55c-45b4-af6a-e9725673f7db']",13,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:42:13.505,43,Carry,
,,,,,,,,,,,,,,,,,,,,,1.867424,,,,,,,,,,,,,,,,,,,6e161a04-8919-4318-b48f-1713cf6e07a3,3089,,,"[77.9, 22.7]",87,,,,1.8622531,,38.0,Left Foot,,,,"[68.6, 53.7]",,1.0,Ground Pass,,32.36495,,,,38412.0,Kolo Habib Touré,,,,,,,,,2,4,From Throw In,26014.0,Eduardo César Daude Gaspar,9.0,Right Defensive Midfield,216,1,Arsenal,['c61a89de-5cc4-4308-81db-d3ad84ba6334'],16,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:42:16.488,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c61a89de-5cc4-4308-81db-d3ad84ba6334,3090,,,"[68.6, 53.7]",87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,38412.0,Kolo Habib Touré,3.0,Right Center Back,216,1,Arsenal,['6e161a04-8919-4318-b48f-1713cf6e07a3'],18,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:42:18.356,42,Ball Receipt*,
,,,,,"[68.6, 64.2]",,,,,,,,,,,,,,,,0.709174,,,,,,,,,,,,,,,,,,,afc91f59-d6bf-4168-bb40-436cfef4881e,3091,,,"[68.6, 53.7]",87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,38412.0,Kolo Habib Touré,3.0,Right Center Back,216,1,Arsenal,"['b08db251-63d8-46a0-903f-008896571175', 'c61a89de-5cc4-4308-81db-d3ad84ba6334']",18,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:42:18.356,43,Carry,
,,,,,,,,,,,,,,,,,,,,,1.252888,,,,,,,,,,,,,,,,,,,b08db251-63d8-46a0-903f-008896571175,3092,,,"[68.6, 64.2]",87,,,,0.8250599,,40.0,Right Foot,,,,"[80.7, 77.3]",,1.0,Ground Pass,,17.833115,,,,24972.0,Ray Parlour,,,,,,,,,2,4,From Throw In,38412.0,Kolo Habib Touré,3.0,Right Center Back,216,1,Arsenal,['c1dc2299-ca52-4549-8dd0-9e5f9348a4b4'],19,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:42:19.065,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1dc2299-ca52-4549-8dd0-9e5f9348a4b4,3093,,,"[80.7, 77.3]",87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,24972.0,Ray Parlour,12.0,Right Midfield,216,1,Arsenal,['b08db251-63d8-46a0-903f-008896571175'],20,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:42:20.318,42,Ball Receipt*,
,,,,,"[80.3, 73.5]",,,,,,,,,,,,,,,,2.198099,,,,,,,,,,,,,,,,,,,a1619a99-d79b-4373-bfec-63f22654d578,3094,,,"[80.7, 77.3]",87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,24972.0,Ray Parlour,12.0,Right Midfield,216,1,Arsenal,"['453053a8-c0f6-49c1-8a5c-413358c1b16f', '5028d6ac-bf05-48e4-b6a1-62762b438d73', 'c1dc2299-ca52-4549-8dd0-9e5f9348a4b4']",20,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:42:20.318,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,1.113016,,,,,,,,,,,,,,,,,,,453053a8-c0f6-49c1-8a5c-413358c1b16f,3095,,,"[34.9, 6.8]",87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,34386.0,John Arne Semundseth Riise,6.0,Left Back,216,1,Arsenal,['a1619a99-d79b-4373-bfec-63f22654d578'],20,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:42:20.868,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,0.69442,,,,,,,,,,,,,,,,,,,9bafd4bb-8185-41c3-8fa2-b2529ad70254,3096,,,"[42.8, 8.6]",87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,7814.0,Anthony Le Tallec,16.0,Left Midfield,216,1,Arsenal,,21,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:42:21.153,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,c8f3c308-ec7d-480a-9c19-8bc52138122d,3097,,,"[39.8, 6.6]",87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,34386.0,John Arne Semundseth Riise,6.0,Left Back,216,1,Arsenal,"['5028d6ac-bf05-48e4-b6a1-62762b438d73', '82f3b591-ebd7-4148-9c4b-d3e6c4b93663']",22,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:42:22.516,39,Dribbled Past,
,,,,,,,,,,,,,,8.0,Complete,,,,,,0.0,,,,,,,,,,,,,,,,,,,5028d6ac-bf05-48e4-b6a1-62762b438d73,3098,,,"[80.3, 73.5]",87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,24972.0,Ray Parlour,12.0,Right Midfield,216,1,Arsenal,['c8f3c308-ec7d-480a-9c19-8bc52138122d'],22,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:42:22.516,14,Dribble,True
,,,,,"[105.1, 59.1]",,,,,,,,,,,,,,,,2.88508,,,,,,,,,,,,,,,,,,,82f3b591-ebd7-4148-9c4b-d3e6c4b93663,3099,,,"[80.3, 73.5]",87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,24972.0,Ray Parlour,12.0,Right Midfield,216,1,Arsenal,"['5028d6ac-bf05-48e4-b6a1-62762b438d73', '75d6ad77-e607-4c8e-9d6d-928de33f50bb', 'c8f3c308-ec7d-480a-9c19-8bc52138122d']",22,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:42:22.516,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,0.714205,,,,,,,,,,,,,,,,,,,75d6ad77-e607-4c8e-9d6d-928de33f50bb,3100,,,"[105.1, 59.1]",87,,,,-1.5268686,,40.0,Right Foot,,,,"[105.5, 50.0]",,1.0,Ground Pass,,9.108787,9.0,Incomplete,,,,,,,,,,,,2,4,From Throw In,24972.0,Ray Parlour,12.0,Right Midfield,216,1,Arsenal,['7fb5f6a9-101a-4388-a369-33062a00eac1'],25,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:42:25.401,30,Pass,
,,,,,,,,,,,,,,,,,,,,,2.307849,,,,,,,,,,,,,,,,,,,7fb5f6a9-101a-4388-a369-33062a00eac1,3101,,,"[14.6, 30.1]",87,,,,-1.1354431,,40.0,Right Foot,,,,"[20.6, 17.2]",,1.0,Ground Pass,,14.227087,9.0,Incomplete,,34386.0,John Arne Semundseth Riise,,,,,,,66.0,Recovery,2,4,From Throw In,34389.0,Sami Hyypiä,5.0,Left Center Back,216,1,Arsenal,"['75d6ad77-e607-4c8e-9d6d-928de33f50bb', 'a9af45dc-da2a-4fa5-9431-92c2526c838c', 'e76144de-e60b-49c1-a0ee-5c30f7777987']",26,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:42:26.115,30,Pass,
9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a9af45dc-da2a-4fa5-9431-92c2526c838c,3102,,,"[16.0, 22.4]",87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,34386.0,John Arne Semundseth Riise,6.0,Left Back,216,1,Arsenal,['7fb5f6a9-101a-4388-a369-33062a00eac1'],28,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:42:28.423,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,e76144de-e60b-49c1-a0ee-5c30f7777987,3103,,,"[99.5, 62.9]",87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,15512.0,Sylvain Wiltord,22.0,Right Center Forward,216,1,Arsenal,['7fb5f6a9-101a-4388-a369-33062a00eac1'],28,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:42:28.423,2,Ball Recovery,
,,,,,"[105.5, 74.9]",,,,,,,,,,,,,,,,9.399414,,,,,,,,,,,,,,,,,,,75d905d3-3edb-4f7a-abb7-9a49064b6634,3104,,,"[99.5, 62.9]",87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,15512.0,Sylvain Wiltord,22.0,Right Center Forward,216,1,Arsenal,"['014f9b68-ae93-46ff-b11a-d18293d95631', '0b4ab544-5c5d-4da7-b43f-c936b40afad9', 'e76144de-e60b-49c1-a0ee-5c30f7777987']",28,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:42:28.423,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,7.05163,,,,,,,,,,,,,,,,,,,014f9b68-ae93-46ff-b11a-d18293d95631,3105,,,"[14.0, 13.5]",87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,34386.0,John Arne Semundseth Riise,6.0,Left Back,216,1,Arsenal,"['0b4ab544-5c5d-4da7-b43f-c936b40afad9', '75d905d3-3edb-4f7a-abb7-9a49064b6634']",31,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:42:31.129,17,Pressure,
