bad_behaviour_card_id,bad_behaviour_card_name,ball_receipt_outcome_id,ball_receipt_outcome_name,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome_id,dribble_outcome_name,dribble_overrun,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,duration,foul_committed_advantage,foul_committed_card_id,foul_committed_card_name,foul_committed_type_id,foul_committed_type_name,foul_won_advantage,foul_won_defensive,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_end_location,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_type_id,goalkeeper_type_name,id,index,interception_outcome_id,interception_outcome_name,location,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part_id,pass_body_part_name,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height_id,pass_height_name,pass_inswinging,pass_length,pass_miscommunication,pass_outcome_id,pass_outcome_name,pass_outswinging,pass_recipient_id,pass_recipient_name,pass_shot_assist,pass_switch,pass_technique_id,pass_technique_name,pass_through_ball,pass_type_id,pass_type_name,period,play_pattern_id,play_pattern_name,player_id,player_name,position_id,position_name,possession,possession_team_id,possession_team_name,related_events,second,shot_aerial_won,shot_body_part_id,shot_body_part_name,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome_id,shot_outcome_name,shot_redirect,shot_statsbomb_xg,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,tactics_formation,tactics_lineup,team_id,team_name,timestamp,type_id,type_name,under_pressure
,,,,,,,,,,,,,True,,,,,,,,1.215642,,,,,,,,,,,,,,,,,,,8d31a06e-37e3-4c68-a0b7-cf6a46ba5423,1904,,,"[66.0, 51.9]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,34391.0,Harry Kewell,16.0,Left Midfield,128,24,Liverpool,['4713597e-d6d6-48e2-94fa-7c17e3d9dffe'],20,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:12:20.196,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,0.159867,,,,,,,,,,,,,,,,,,,b4ef8d99-e46b-46c3-8203-51e7a2ca3517,1905,,,"[82.1, 37.2]",57,,,,,-0.42483217,,40.0,Right Foot,,,"[86.3, 35.3]",,1.0,Ground Pass,,4.609772,,9.0,Incomplete,,15042.0,Dennis Bergkamp,,,,,,,,2,4,From Throw In,19312.0,Robert Pirès ,16.0,Left Midfield,128,24,Liverpool,"['3f436381-0719-417e-9ab8-8d2c94f92742', '8f3f734c-011b-4ee0-b121-493321719417']",24,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:24.267,30,Pass,
,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8f3f734c-011b-4ee0-b121-493321719417,1906,,,"[94.3, 31.7]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,15042.0,Dennis Bergkamp,24.0,Left Center Forward,128,24,Liverpool,['b4ef8d99-e46b-46c3-8203-51e7a2ca3517'],24,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:24.427,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,3f436381-0719-417e-9ab8-8d2c94f92742,1907,,,"[33.8, 44.8]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,40254.0,Igor Bišćan,3.0,Right Center Back,128,24,Liverpool,['b4ef8d99-e46b-46c3-8203-51e7a2ca3517'],24,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:12:24.427,6,Block,
,,,,,,,,,,,,,,,,,,,,,1.118548,,,,,,,,,,,,,,,,,,,3a5e3428-0559-4a22-b20f-a9c141bf7557,1908,,,"[41.9, 48.7]",57,,,,,-0.9874233,,40.0,Right Foot,,,"[51.8, 33.7]",,1.0,Ground Pass,,17.972479,,,,,40257.0,El-Hadji Ousseynou Diouf,,,,,,66.0,Recovery,2,4,From Throw In,38522.0,Dietmar Hamann,9.0,Right Defensive Midfield,128,24,Liverpool,['89ef8098-1f46-43b3-b3dc-32e88f12d4b2'],26,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:12:26.408,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89ef8098-1f46-43b3-b3dc-32e88f12d4b2,1909,,,"[51.8, 33.7]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,40257.0,El-Hadji Ousseynou Diouf,12.0,Right Midfield,128,24,Liverpool,['3a5e3428-0559-4a22-b20f-a9c141bf7557'],27,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:12:27.527,42,Ball Receipt*,
,,,,,,"[61.1, 27.5]",,,,,,,,,,,,,,,2.857139,,,,,,,,,,,,,,,,,,,ca43f115-9a6c-42ff-9c3d-760e5fe8e2b1,1910,,,"[51.8, 33.7]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,40257.0,El-Hadji Ousseynou Diouf,12.0,Right Midfield,128,24,Liverpool,"['77f1077a-6b39-40d0-b008-7c32900dc35a', '89ef8098-1f46-43b3-b3dc-32e88f12d4b2', 'eb62e425-af8c-4711-8249-339525d152c2']",27,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:12:27.527,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,0.941711,,,,,,,,,,,,,,,,,,,eb62e425-af8c-4711-8249-339525d152c2,1911,,,"[66.0, 49.4]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,15515.0,Patrick Vieira,11.0,Left Defensive Midfield,128,24,Liverpool,['ca43f115-9a6c-42ff-9c3d-760e5fe8e2b1'],29,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:29.285,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,3da3d131-2016-4f94-891b-ee3c9655a48d,1912,,,"[59.0, 52.6]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,15515.0,Patrick Vieira,11.0,Left Defensive Midfield,128,24,Liverpool,['77f1077a-6b39-40d0-b008-7c32900dc35a'],30,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:30.384,22,Foul Committed,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,77f1077a-6b39-40d0-b008-7c32900dc35a,1913,,,"[61.1, 27.5]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,40257.0,El-Hadji Ousseynou Diouf,12.0,Right Midfield,128,24,Liverpool,['3da3d131-2016-4f94-891b-ee3c9655a48d'],30,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:12:30.384,21,Foul Won,True
,,,,,,,,,,,,,,,,,,,,,3.505792,,,,,,,,,,,,,,,,,,,be411e4f-0817-4ec8-bddd-fcd91736e73d,1914,,,"[64.0, 25.3]",57,,True,,,-0.22487041,,40.0,Right Foot,,,"[98.1, 17.5]",,3.0,High Pass,,34.98071,,,,,15659.0,Emile Heskey,,,,,,62.0,Free Kick,2,3,From Free Kick,19109.0,Steven Gerrard,11.0,Left Defensive Midfield,129,24,Liverpool,['118a85e6-2b04-4e4f-9c70-a069801b924f'],44,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:12:44.933,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118a85e6-2b04-4e4f-9c70-a069801b924f,1915,,,"[98.1, 17.5]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,From Free Kick,15659.0,Emile Heskey,22.0,Right Center Forward,129,24,Liverpool,['be411e4f-0817-4ec8-bddd-fcd91736e73d'],48,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:12:48.439,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,1.263681,,,,,,,,,,,,,,,,,,,e7f26898-e276-4a42-bd0b-9937d4fc1ce5,1916,,,"[98.1, 17.5]",57,,True,,,-1.5348836,,37.0,Head,,,"[98.7, 0.8]",,2.0,Low Pass,,16.710775,,,,,40257.0,El-Hadji Ousseynou Diouf,,,,,,,,2,3,From Free Kick,15659.0,Emile Heskey,22.0,Right Center Forward,129,24,Liverpool,['8d4aa114-c58b-42b8-b95c-1093edb5c1b6'],48,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:12:48.472,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8d4aa114-c58b-42b8-b95c-1093edb5c1b6,1917,,,"[98.7, 0.8]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,From Free Kick,40257.0,El-Hadji Ousseynou Diouf,12.0,Right Midfield,129,24,Liverpool,['e7f26898-e276-4a42-bd0b-9937d4fc1ce5'],49,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:12:49.736,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,2.12461,,,,,,,,,,,,,,,,,,,41d0aaea-e1bc-4f35-bd89-f4cface6b928,1918,,,"[20.5, 77.0]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,From Free Kick,40222.0,Laureano Bisan-Etame Mayer,2.0,Right Back,129,24,Liverpool,,50,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:50.140,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,186bca4a-803f-4c39-ae50-b8873af44abe,1919,,,"[105.8, 2.8]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,From Free Kick,40257.0,El-Hadji Ousseynou Diouf,12.0,Right Midfield,129,24,Liverpool,['155580fc-9f6b-4246-b182-0701db27b807'],52,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:12:52.264,3,Dispossessed,True
,,,,,,,,,,,,,,,,,14.0,Lost Out,11.0,Tackle,0.0,,,,,,,,,,,,,,,,,,,155580fc-9f6b-4246-b182-0701db27b807,1920,,,"[14.3, 77.3]",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,From Free Kick,40222.0,Laureano Bisan-Etame Mayer,2.0,Right Back,129,24,Liverpool,['186bca4a-803f-4c39-ae50-b8873af44abe'],52,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:12:52.264,4,Duel,True
,,,,,,,,,,,,,,,,,,,,,2.432551,,,,,,,,,,,,,,,,,,,cba92dbd-93cb-4307-aa7f-70dc748d341f,1921,,,"[108.3, 0.1]",58,,,,,1.5948559,,,,True,,"[107.4, 37.5]",,3.0,High Pass,,37.410828,,9.0,Incomplete,,34389.0,Sami Hyypiä,,,,,,67.0,Throw-in,2,4,From Throw In,34386.0,John Arne Semundseth Riise,6.0,Left Back,130,24,Liverpool,"['6373668f-a048-4a2c-a25c-55a321d3807f', 'd50c3bb2-4fe3-435f-8f3d-305abf19d445']",12,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:13:12.056,30,Pass,
,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6373668f-a048-4a2c-a25c-55a321d3807f,1922,,,"[107.4, 31.3]",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,34389.0,Sami Hyypiä,5.0,Left Center Back,130,24,Liverpool,['cba92dbd-93cb-4307-aa7f-70dc748d341f'],14,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:13:14.488,42,Ball Receipt*,
,,,,,,,,40.0,Right Foot,,,True,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,d50c3bb2-4fe3-435f-8f3d-305abf19d445,1923,,,"[12.7, 42.6]",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,15515.0,Patrick Vieira,11.0,Left Defensive Midfield,130,24,Liverpool,['cba92dbd-93cb-4307-aa7f-70dc748d341f'],14,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:13:14.488,9,Clearance,True
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,4cec4c47-7fc6-44ae-a408-94469f4dcaee,1924,,,"[96.8, 23.0]",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,34391.0,Harry Kewell,16.0,Left Midfield,130,24,Liverpool,,15,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:13:15.440,2,Ball Recovery,
,,,,,,"[96.8, 26.4]",,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,ed4b2040-f93c-485d-8855-cef751ea094e,1925,,,"[96.8, 23.0]",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,34391.0,Harry Kewell,16.0,Left Midfield,130,24,Liverpool,"['4cec4c47-7fc6-44ae-a408-94469f4dcaee', 'b1113e7b-1b28-4ddc-804b-89344cf77ead']",15,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:13:15.440,43,Carry,
,,,,,,,,,,,,,,,,,,,,,2.172643,,,,,,,,,,,,,,,,,,,b1113e7b-1b28-4ddc-804b-89344cf77ead,1926,,,"[96.8, 26.4]",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,34391.0,Harry Kewell,16.0,Left Midfield,130,24,Liverpool,['9137f688-321a-4bcd-8c38-598cf968a1d6'],15,,40.0,Right Foot,"[120.0, 46.3, 7.4]",,"[{'location': [105.0, 33.4], 'player': {'id': 34389, 'name': 'Sami Hyypiä'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [102.2, 47.2], 'player': {'id': 38522, 'name': 'Dietmar Hamann'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [86.7, 46.1], 'player': {'id': 34388, 'name': 'Jamie Carragher'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [92.2, 29.0], 'player': {'id': 19109, 'name': 'Steven Gerrard'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [109.8, 39.2], 'player': {'id': 15659, 'name': 'Emile Heskey'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [112.0, 37.0], 'player': {'id': 40257, 'name': 'El-Hadji Ousseynou Diouf'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [109.9, 45.3], 'player': {'id': 15665, 'name': 'Michael Owen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [102.4, 4.2], 'player': {'id': 34386, 'name': 'John Arne Semundseth Riise'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [117.5, 39.7], 'player': {'id': 20015, 'name': 'Jens Lehmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.2, 30.9], 'player': {'id': 15042, 'name': 'Dennis Bergkamp'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [111.3, 40.6], 'player': {'id': 19312, 'name': 'Robert Pirès '}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [102.3, 44.5], 'player': {'id': 15516, 'name': 'Thierry Henry'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [103.8, 22.7], 'player': {'id': 15754, 'name': 'Fredrik Ljungberg'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [110.0, 36.2], 'player': {'id': 15515, 'name': 'Patrick Vieira'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.2, 33.8], 'player': {'id': 38412, 'name': 'Kolo Habib Touré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.9, 36.2], 'player': {'id': 15637, 'name': 'Sulzeer Jeremiah ""Sol"" Campbell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.3, 26.5], 'player': {'id': 40222, 'name': 'Laureano Bisan-Etame Mayer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.4, 34.2], 'player': {'id': 40221, 'name': 'Gilberto Aparecido da Silva'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.8, 45.0], 'player': {'id': 12529, 'name': 'Ashley Cole'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,,98.0,Off T,,0.022092594,91.0,Half Volley,87.0,Open Play,,,,,,,24,Liverpool,00:13:15.540,16,Shot,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,"[2.6, 40.4]",,,44.0,Set,,,32.0,Shot Faced,9137f688-321a-4bcd-8c38-598cf968a1d6,1927,,,"[2.6, 40.4]",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,20015.0,Jens Lehmann,1.0,Goalkeeper,130,24,Liverpool,['b1113e7b-1b28-4ddc-804b-89344cf77ead'],17,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:13:17.712,23,Goal Keeper,
,,,,,,,,,,,,,,,,,,,,,3.243398,,,,,,,,,,,,,,,,,,,b08b86ff-dfb1-4f98-a546-935d81a0c581,1928,,,"[7.0, 44.1]",58,,True,,,-0.2699649,,40.0,Right Foot,,,"[75.3, 25.2]",,3.0,High Pass,,70.866776,,9.0,Incomplete,,,,,,,,,63.0,Goal Kick,2,7,From Goal Kick,20015.0,Jens Lehmann,1.0,Goalkeeper,131,1,Arsenal,['7a6a76eb-9050-44b5-8f7b-08591c420937'],41,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:13:41.126,30,Pass,
,,,,,,,,40.0,Right Foot,,,True,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,7a6a76eb-9050-44b5-8f7b-08591c420937,1929,,,"[44.8, 54.9]",58,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,From Goal Kick,19109.0,Steven Gerrard,11.0,Left Defensive Midfield,131,1,Arsenal,['b08b86ff-dfb1-4f98-a546-935d81a0c581'],44,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:13:44.370,9,Clearance,True
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,c1506328-65f8-419d-b7d6-fcafc949f6c1,1930,,,"[96.5, 64.2]",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,From Goal Kick,15665.0,Michael Owen,24.0,Left Center Forward,131,1,Arsenal,,47,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:13:47.873,2,Ball Recovery,
,,,,,,,,,,,,,True,,,,,,,,2.648406,,,,,,,,,,,,,,,,,,,19e588d5-c9ae-46c9-bf4d-c0ba5c30cdd0,1931,,,"[17.2, 17.6]",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,From Goal Kick,12529.0,Ashley Cole,6.0,Left Back,131,1,Arsenal,,49,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:13:49.006,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,ac137c9d-74cd-446e-ab01-385f1e92f7b9,1932,,,"[115.1, 68.7]",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,From Goal Kick,15665.0,Michael Owen,24.0,Left Center Forward,131,1,Arsenal,['89c967dd-a5df-44b2-8f5a-7939249e4295'],51,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:13:51.654,3,Dispossessed,True
,,,,,,,,,,,,,True,,,,4.0,Won,11.0,Tackle,0.0,,,,,,,,,,,,,,,,,,,89c967dd-a5df-44b2-8f5a-7939249e4295,1933,,,"[5.0, 11.4]",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,From Goal Kick,12529.0,Ashley Cole,6.0,Left Back,131,1,Arsenal,['ac137c9d-74cd-446e-ab01-385f1e92f7b9'],51,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:13:51.654,4,Duel,True
,,,,,,"[3.4, 1.8]",,,,,,,,,,,,,,,3.144895,,,,,,,,,,,,,,,,,,,c296c416-1578-4cbb-ae83-edbbb1756553,1934,,,"[5.0, 11.4]",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,From Goal Kick,12529.0,Ashley Cole,6.0,Left Back,131,1,Arsenal,"['0afe5d57-fa18-4c54-be32-b40ce68539fd', '89c967dd-a5df-44b2-8f5a-7939249e4295', 'f7ddda67-96eb-4730-b16b-04c5d840cd6b']",51,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:13:51.654,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,0.673256,,,,,,,,,,,,,,,,,,,f7ddda67-96eb-4730-b16b-04c5d840cd6b,1935,,,"[115.1, 72.5]",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,From Goal Kick,15665.0,Michael Owen,24.0,Left Center Forward,131,1,Arsenal,['c296c416-1578-4cbb-ae83-edbbb1756553'],53,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:13:53.840,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,0.87363,,,,,,,,,,,,,,,,,,,0afe5d57-fa18-4c54-be32-b40ce68539fd,1936,,,"[3.4, 1.8]",58,,,,,-0.15499674,,38.0,Left Foot,,,"[13.0, 0.3]",,3.0,High Pass,,9.716481,,75.0,Out,,,,,,,,,,,2,7,From Goal Kick,12529.0,Ashley Cole,6.0,Left Back,131,1,Arsenal,,54,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:13:54.799,30,Pass,
,,,,,,,,,,,,,,,,,,,,,1.177315,,,,,,,,,,,,,,,,,,,3fcf6843-96c1-40f5-81bd-06e3c958e676,1937,,,"[107.1, 80.0]",59,,,,,-1.7405746,,,,,,"[104.7, 66.0]",,2.0,Low Pass,,14.204225,,,,,34391.0,Harry Kewell,,,,,,67.0,Throw-in,2,4,From Throw In,34388.0,Jamie Carragher,2.0,Right Back,132,24,Liverpool,['2afc0d87-0a1d-4a42-a671-37b7eea8e7c7'],9,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:14:09.003,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2afc0d87-0a1d-4a42-a671-37b7eea8e7c7,1938,,,"[104.7, 66.0]",59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,34391.0,Harry Kewell,16.0,Left Midfield,132,24,Liverpool,['3fcf6843-96c1-40f5-81bd-06e3c958e676'],10,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:14:10.180,42,Ball Receipt*,
,,,,,,"[104.7, 66.0]",,,,,,,,,,,,,,,0.039999,,,,,,,,,,,,,,,,,,,81a03d5e-75e4-4e47-9eaf-a86e9f0eed09,1939,,,"[104.7, 66.0]",59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,34391.0,Harry Kewell,16.0,Left Midfield,132,24,Liverpool,"['2afc0d87-0a1d-4a42-a671-37b7eea8e7c7', '8eb280ab-f916-47ef-b22e-86ba539bfff1']",10,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:14:10.180,43,Carry,
,,,,,,,,,,,,,,,,,,,,,0.95141,,,,,,,,,,,,,,,,,,,8eb280ab-f916-47ef-b22e-86ba539bfff1,1940,,,"[104.7, 66.0]",59,,,,,2.138098,,38.0,Left Foot,,,"[97.5, 77.3]",,2.0,Low Pass,,13.398881,,,,,34388.0,Jamie Carragher,,,,,,,,2,4,From Throw In,34391.0,Harry Kewell,16.0,Left Midfield,132,24,Liverpool,['15974d1e-fb0c-4323-8923-7d2ed7037dac'],10,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:14:10.220,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15974d1e-fb0c-4323-8923-7d2ed7037dac,1941,,,"[97.5, 77.3]",59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,34388.0,Jamie Carragher,2.0,Right Back,132,24,Liverpool,['8eb280ab-f916-47ef-b22e-86ba539bfff1'],11,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:14:11.172,42,Ball Receipt*,
,,,,,,"[84.0, 76.4]",,,,,,,,,,,,,,,1.770987,,,,,,,,,,,,,,,,,,,0921cc0d-4b1c-42af-b69b-a81492fad716,1942,,,"[97.5, 77.3]",59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,34388.0,Jamie Carragher,2.0,Right Back,132,24,Liverpool,"['0ab18680-1a29-4bf1-828f-5e9914f66d19', '15974d1e-fb0c-4323-8923-7d2ed7037dac', 'f7b5fca9-efa2-4580-80c5-b8644da59eb5']",11,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:14:11.172,43,Carry,True
,,,,,,,,,,,,,,,,,,,,,1.272918,,,,,,,,,,,,,,,,,,,0ab18680-1a29-4bf1-828f-5e9914f66d19,1943,,,"[24.6, 4.2]",59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,15515.0,Patrick Vieira,11.0,Left Defensive Midfield,132,24,Liverpool,"['0921cc0d-4b1c-42af-b69b-a81492fad716', 'f7b5fca9-efa2-4580-80c5-b8644da59eb5']",11,,,,,,,,,,,,,,,,,,,,,,,1,Arsenal,00:14:11.747,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,2.05983,,,,,,,,,,,,,,,,,,,f7b5fca9-efa2-4580-80c5-b8644da59eb5,1944,,,"[84.0, 76.4]",59,,,,,-2.265843,,38.0,Left Foot,,,"[57.4, 44.5]",,1.0,Ground Pass,,41.535168,,,,,34389.0,Sami Hyypiä,,,,,,,,2,4,From Throw In,34388.0,Jamie Carragher,2.0,Right Back,132,24,Liverpool,"['0ab18680-1a29-4bf1-828f-5e9914f66d19', 'e2f13ace-6241-4983-ad95-5d44c9b5908b']",12,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:14:12.943,30,Pass,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e2f13ace-6241-4983-ad95-5d44c9b5908b,1945,,,"[57.4, 44.5]",59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,34389.0,Sami Hyypiä,5.0,Left Center Back,132,24,Liverpool,['f7b5fca9-efa2-4580-80c5-b8644da59eb5'],15,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:14:15.003,42,Ball Receipt*,
,,,,,,"[57.7, 43.9]",,,,,,,,,,,,,,,0.973199,,,,,,,,,,,,,,,,,,,cae1ff21-18e0-492c-84b7-0f792a3a4a07,1946,,,"[57.4, 44.5]",59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,34389.0,Sami Hyypiä,5.0,Left Center Back,132,24,Liverpool,"['bc088cb4-2164-45c4-9c94-651b93e3eed2', 'c1cb9c3d-b071-4aef-b2b0-0888ba75c852', 'e2f13ace-6241-4983-ad95-5d44c9b5908b']",15,,,,,,,,,,,,,,,,,,,,,,,24,Liverpool,00:14:15.003,43,Carry,True
